№,名称,郵便番号,住所,方書,電話番号,市町村区分,ロタリックス,ロタテック,ＨＩＢ,小児用肺炎球菌,Ｂ型肝炎,四種混合,MR,水痘,日本脳炎,二種混合,子宮頸がん,高齢者インフルエンザ,高齢者肺炎球菌,BCG,経度,緯度
762,医療法人後藤耳鼻咽喉科寺田町院,543-0044,天王寺区国分町１９－４,寺田町クリニックビル３Ｆ,6775-7060,天王寺区,,,,,,,,,,,,○,,,135.5243649,34.65060861
763,島田内科,543-0045,天王寺区寺田町２―５―１５,,6771-0154,天王寺区,,,,,,,,,,,,○,○,,135.5239261,34.64918912
764,宮原レディスクリニック,543-0045,天王寺区寺田町１―７―３,グランアルシュ２Ｆ,4305-8806,天王寺区,,,,,,,,,,,○,○,,,135.5226131,34.65112535
765,医療法人育誠会　寺田町こども診療所,543-0045,天王寺区寺田町２―４―７,寺田町第２ビル２Ｆ,6775-2221,天王寺区,○,○,○,○,○,○,○,○,○,○,○,○,○,,135.5236668,34.64911712
766,きたの皮ふ科,543-0045,天王寺区寺田町２－４－７,寺田町第２ビル４Ｆ,6167-4112,天王寺区,,,,,,,○,,,,,○,,,135.5236668,34.64911712
767,池田診療所,543-0051,天王寺区四天王寺１―１１―７４,,6771-8008,天王寺区,○,○,○,○,○,○,○,○,○,○,○,○,○,○,135.5143125,34.65381655
768,医療法人弘仁会　可児医院,543-0051,天王寺区四天王寺１―５―４５,,6771-0140,天王寺区,○,○,○,○,○,○,○,○,○,○,○,○,○,,135.5164739,34.65712496
769,福）四天王寺福祉事業団四天王寺病院,543-0052,天王寺区大道１―４―４１,,6779-1403,天王寺区,,,,,,,,,,,,○,○,,135.5144756,34.65327051
770,医療法人小林会　小林整形外科診療所,543-0052,天王寺区大道４―２―２１,,6779-5586,天王寺区,,,,,,,,,,,,○,○,,135.5222223,34.64961547
771,医療法人寿楽会寿楽会クリニック,543-0052,天王寺区大道４―１―１１,,6779-1226,天王寺区,,,,,,,,,,,,○,,,135.521876,34.64949494
772,医療法人小林耳鼻咽喉科,543-0052,天王寺区大道４－１０－４,たつみビル２階,6779-8239,天王寺区,,,○,○,,○,○,○,○,○,,○,○,,135.5234042,34.64892367
773,医療法人喜多岡医院,543-0052,天王寺区大道３―１―２３,ＥＭＡ２０１,6771-8025,天王寺区,○,○,○,○,○,○,○,○,○,○,○,○,○,○,135.5205457,34.65048125
774,医療法人榊原クリニック,543-0052,天王寺区大道３―５―１０,ブルージュ天王寺１０１,6776-0160,天王寺区,,,,,,,,,,,,○,○,,135.5195033,34.64893682
775,ナカムラクリニック,543-0052,天王寺区大道４－１０－１５,ＮＫＭ－１ビル１０１,6771-0266,天王寺区,,,,,,,,,,,,○,○,,135.523344,34.64825378
776,医療法人桜済会　寺田町クリニック,543-0052,天王寺区大道４－１０－１５,ＮＫＭ－１ビル２階,6773-3001,天王寺区,○,○,○,○,○,○,○,○,○,○,○,○,○,,135.523344,34.64825378
777,医療法人正啓会　西下胃腸病院,543-0053,天王寺区北河堀町４―１５,,6771-2450,天王寺区,,,,,,,,,,,,○,○,,135.5169776,34.64854314
778,片岸医院,543-0054,天王寺区南河堀町９―４１,,6771-6356,天王寺区,,,,,,,○,○,○,○,○,○,○,,135.5169285,34.64790681
779,西下消化器クリニック,543-0054,天王寺区南河堀町６―３３,,6779-7979,天王寺区,,,,,,,,,,,,○,○,,135.5191511,34.64657079
780,医療法人東京整形　浜口皮ふ科形成外科天王寺,543-0055,天王寺区悲田院町１０－４８,天王寺ミオプラザ６階,6775-5005,天王寺区,,,,,,,,,,,,○,,,135.5137671,34.64769563
781,かつもとメンタルクリニック,543-0056,天王寺区堀越町１０―１３,天王寺まつむらビル２階,6774-0525,天王寺区,,,,,,,,,,,,○,,,135.513805,34.65021241
782,かわぎし内科,543-0056,天王寺区堀越町１６－１０,,6776-8111,天王寺区,,,,,,,,,,,,○,○,,135.5136222,34.64830766
783,医療法人　平山クリニック,543-0063,天王寺区茶臼山町１―１８,天王寺エルムビル２Ｆ,6775-8585,天王寺区,,,,,,,,,,,,○,,,135.5134347,34.65056098
784,つぢ医院,543-0063,天王寺区茶臼山町２－８,,6771-3306,天王寺区,,,,,,,,,,,○,○,○,,135.5131534,34.64958129
785,てんのうじちひろウィメンズクリニック,543-0063,天王寺区茶臼山町４－１６,,6773-1138,天王寺区,,,,,,,,,,,○,○,○,,135.5126173,34.64901458
786,ツツミ内科　循環器科,543-0071,天王寺区生玉町２－３,小出ビル２Ｆ,6773-0573,天王寺区,,,,,,,,,,,,○,○,,135.5152235,34.66539602
787,医療法人華拓昇会　あづま脳神経外科リハビリクリニック,543-0072,天王寺区生玉前町２－６,,4303-5720,天王寺区,,,,,,,,,,,,○,○,,135.5162801,34.66496143
788,医療法人歓喜会介護老人保健施設れいんぼう夕陽丘,543-0072,天王寺区生玉前町３―２４,,6770-2211,天王寺区,,,,,,,,,,,,○,○,,135.5155044,34.66441139
789,小出内科神経科,543-0073,天王寺区生玉寺町３－５,,6779-2003,天王寺区,,,,,,,,,,,,○,,,135.5142975,34.66047444
790,医療法人　津留医院,543-0073,天王寺区生玉寺町４―３８,,6771-1725,天王寺区,,,○,○,○,○,○,○,○,○,,○,○,,135.5135333,34.66206566
791,夕陽ヶ丘佐藤クリニック,543-0074,天王寺区六万体町５－１９,２Ｆ,6776-8341,天王寺区,,,,,,,,,,,,○,○,,135.5142858,34.65777746
792,大阪赤十字病院,543-8555,天王寺区筆ケ崎町５－３０,,6774-5111,天王寺区,○,○,○,○,○,○,○,○,○,,,,,,135.5261504,34.66475636
793,医療法人警和会第二大阪警察病院,543-8922,天王寺区烏ケ辻２－６－４０,,6773-7111,天王寺区,,,,,,○,,,○,○,,○,○,,135.5255735,34.65689842
794,医療法人佐伯会恵美須東クリニック,556-0002,浪速区恵美須東１―７―１３,,6630-5665,浪速区,,,,,,,,,,,,○,○,,135.5067372,34.65356654
795,医療法人薫風会　落合耳鼻咽喉科,556-0003,浪速区恵美須西１―３―２１,,6631-0584,浪速区,,,,,,,,,,,,○,○,,135.5037353,34.65484295
796,佐久間医院,556-0005,浪速区日本橋４―２―１０,,6641-6195,浪速区,,,,,,,,,,,,○,○,,135.5067183,34.66018243
797,本田クリニック,556-0005,浪速区日本橋５―１８―２１,,6641-2181,浪速区,○,○,○,○,○,○,○,○,○,○,,○,○,○,135.5043995,34.65904121
798,社会福祉法人石井記念愛染園附属愛染橋病院,556-0005,浪速区日本橋５―１６―１５,,6633-2801,浪速区,,,○,○,○,○,○,○,○,○,○,○,○,,135.5051489,34.65734533
799,社会医療法人若弘会　わかこうかいクリニック,556-0005,浪速区日本橋４―７―１７,,6632-0358,浪速区,,,,,,,,,,,,○,○,,135.505931,34.65897488
800,社会福祉法人石井記念愛染園特別養護老人ホームあいぜん,556-0005,浪速区日本橋５―１６―１９,,6634-8965,浪速区,,,,,,,,,,,,○,○,,135.5048138,34.65739876
801,竹中医院,556-0006,浪速区日本橋東３―１６―１９,,6632-1985,浪速区,,,,,,,,,,,,○,○,,135.5070078,34.65464043
802,原田外科整形外科,556-0006,浪速区日本橋東３―２―２２,,6636-8007,浪速区,,,,,,,,,,,,○,,,135.5076586,34.65841589
803,川田医院,556-0006,浪速区日本橋東３―７―７,川田ビル１階,6641-1873,浪速区,○,,○,○,○,○,○,○,○,○,,○,○,,135.5073114,34.65623325
804,中山クリニック,556-0006,浪速区日本橋東３－７－６,,4397-9299,浪速区,,,,,,,,,,,,○,○,,135.5074281,34.65650347
805,井上医院,556-0006,浪速区日本橋東２－３－１３,,6641-4960,浪速区,,,,,,,,,,,○,○,○,,135.5076232,34.66031766
806,医療法人オーク会オークなんばレディースクリニック,556-0011,浪速区難波中２－１０－７０,８Ｆ,4396-7520,浪速区,,,,,,,,,,,○,,,,135.5012585,34.6624095
807,耳鼻咽喉科中村クリニック,556-0011,浪速区難波中２－１０－７０,パークスタワー８Ｆ,6648-4133,浪速区,,,○,○,,,,,,,,○,○,,135.5012585,34.6624095
808,なんば山田クリニック,556-0011,浪速区難波中２－７－２３,広和ビル５Ｆ,6641-0007,浪速区,,,,,,,○,,,,○,○,○,,135.5034321,34.66185295
809,医療法人なんば太田クリニック,556-0011,浪速区難波中１－１３－２０,パークシティ御堂筋５Ｆ,6635-3826,浪速区,,,,,,,,,,,,○,○,,135.4987821,34.66327085
810,医療法人泰仁会　なんば胃腸科内科クリニック,556-0011,浪速区難波中２－３－３,森川医療ビル２Ｆ,6645-1107,浪速区,,,,,,,,,,,,○,○,,135.5039789,34.6625468
811,小池レディスクリニック,556-0011,浪速区難波中２－３－３,森川医療ビル５Ｆ,6575-9323,浪速区,,,,,,,○,,,,○,○,○,,135.5039789,34.6625468
812,医療法人真医会　福永クリニック,556-0011,浪速区難波中１－６－１－１０１,,6648-0351,浪速区,,,,,,,,,,,,○,○,,135.4991625,34.66515333
813,医療法人泰弘会えびす診療所,556-0013,浪速区戎本町１―６―２２,ニューサノビル１Ｆ,6645-1113,浪速区,,,,,,,,,,,,○,○,,135.4997302,34.65472306
814,在宅療養支援診療所　ひかりクリニック,556-0014,浪速区大国３－８－１８,光ビル２Ｆ,6630-2300,浪速区,,,,,,,,,,,,○,○,,135.4932345,34.65512135
815,医療法人正光会　橋村医院,556-0014,浪速区大国２－６－１１,,6641-6512,浪速区,○,○,○,○,○,○,○,○,○,○,○,○,○,○,135.4942848,34.65477539
816,社会医療法人弘道会　なにわ生野病院,556-0014,浪速区大国１－１０－３,,6632-9915,浪速区,,,○,○,○,○,○,○,○,○,,○,○,○,135.4975158,34.65273175
817,社会医療法人弘道会　なにわ老人保健施設ラガール,556-0014,浪速区大国１－１０－２４,,6632-8865,浪速区,,,,,,,,,,,,○,○,,135.4968234,34.65288286
818,中村クリニック,556-0015,浪速区敷津西２―１５―８,岡本ビル１Ｆ,6632-5010,浪速区,,,,,,,,,,,,○,○,,135.4940889,34.6572781
819,医療法人理秀会　なんば南藤吉医院,556-0015,浪速区敷津西２―１―８,インペリアル大国２Ｆ,4397-8787,浪速区,,,,,,,○,○,○,○,,○,○,,135.4976025,34.65665171
820,社会医療法人寿会　富永クリニック,556-0015,浪速区敷津西２－２－１４,,6643-2660,浪速区,,,,,,,,,,,,○,○,,135.4971181,34.65576257
821,笹岡医院,556-0016,浪速区元町３―９―１０,,6647-2201,浪速区,,,,,,,,,,,,○,○,,135.4972892,34.659826
822,医療法人　入野医院,556-0016,浪速区元町２－３－１９,,6632-3325,浪速区,,,,,,,,,,,,○,○,,135.495894,34.66268521
823,医療法人寿会富永病院,556-0017,浪速区湊町１－４－４８,,6568-1601,浪速区,,,,,,,,,,,,○,○,,135.4945438,34.66715746
824,医療法人寿会　富永病院,556-0017,浪速区湊町１－４－４８,,6568-1601,浪速区,,,,,,,,,,,,○,○,,135.4945438,34.66715746
825,医療法人聖授会　ＯＣＡＴクリニック,556-0017,浪速区湊町１―４―１,ＯＣＡＴビル地下３・４階,6641-3811,浪速区,,,,,,,,,,,,○,○,,135.4959444,34.66739272
826,かねだクリニック,556-0017,浪速区湊町２―２―４０,ロイヤルパークスなんば１階,6646-1333,浪速区,,,○,○,,○,○,○,○,○,○,○,○,,135.4935181,34.66391072
827,社会医療法人寿楽会ハーバータウンクリニック,556-0017,浪速区湊町１－２－３,マルイト難波ビル３Ｆ,6634-8088,浪速区,,,,,,,,,,,,○,,,135.4967729,34.66698144
828,医療法人聡史会　おおの耳鼻咽喉科,556-0017,浪速区湊町２－１－７,ルネッサ難波ビル１階,6648-8900,浪速区,,,○,○,○,○,○,○,○,,,○,○,,135.4955667,34.66472775
829,医療法人璃香会　あーべいんクリニック,556-0017,浪速区湊町２－１－３４,アーベインなんば,6634-4976,浪速区,○,○,○,○,○,○,○,○,○,○,,○,○,,135.4950006,34.66321496
830,医療法人菱川クリニック,556-0020,浪速区立葉１－１－７,,6561-2358,浪速区,,,,,,,,,,,,○,,,135.4879222,34.66458052
831,医療法人健昭会　なにわ病院,556-0021,浪速区幸町２－３－１１,,6568-2681,浪速区,,,,,,,,,,,,○,○,,135.4893961,34.6686435
832,医療法人孝尽会　透析クリニック大正橋,556-0021,浪速区幸町３－８－１８,,6563-3700,浪速区,,,,,,,,,,,,○,○,,135.4815233,34.66802626
833,社会福祉法人健勝会特別養護老人ホームなにわ,556-0021,浪速区幸町２―３―１１,,6568-1861,浪速区,,,,,,,,,,,,○,○,,135.4893961,34.6686435
834,医療法人　徳田クリニック,556-0022,浪速区桜川２―１１―２８,,6561-2660,浪速区,○,○,○,○,○,○,○,○,○,○,○,○,○,○,135.4885604,34.66629255
835,医療法人満領会　有田医院,556-0022,浪速区桜川４―１１―１６,アリタビル１階,6568-0701,浪速区,,,○,○,○,○,○,○,○,○,,○,○,○,135.4848347,34.66542014
836,社会福祉法人健勝会　アシステンツァ桜川診療所,556-0022,浪速区桜川３－７－２,,6567-5388,浪速区,,,,,,,,,,,,○,○,,135.4874927,34.66614791
837,桜川よしえクリニック,556-0022,浪速区桜川２－２－３１,１Ｆ,4392-8388,浪速区,,,,,,,,,,,,○,○,,135.4906784,34.66806936
838,医療法人大桜会　桜川ものわすれクリニック,556-0022,浪速区桜川２－２－３１,ザクロコーポレーション桜川ビル３階,6585-9280,浪速区,,,,,,,,,,,,○,○,,135.4906784,34.66806936
839,医療法人敬英会　介護老人保健施設　さくらがわ,556-0022,浪速区桜川４－１０－１３,,6567-4165,浪速区,,,,,,,,,,,,○,○,,135.4855204,34.66540008
840,徳永医院,556-0024,浪速区塩草３―４―２０,,6562-1045,浪速区,,,,,,,,,,,,○,,,135.4882382,34.66226341
841,医療法人創和会　そうわ内科クリニック,556-0025,浪速区浪速東３－９－１,,6626-9939,浪速区,○,,○,○,○,○,○,○,○,○,,○,○,,135.4901282,34.6557327
842,ナス医院,555-0001,西淀川区佃３―１０―１,,6471-1236,西淀川区,○,○,○,○,○,○,○,○,○,○,○,○,○,,135.4433339,34.71233274
843,医療法人辰巳会たつみ整形外科,555-0001,西淀川区佃３―１９―９９,,6477-2811,西淀川区,,,,,,,,,,,,○,○,,135.4435367,34.71423232
844,くぼたクリニック,555-0001,西淀川区佃３―２―２９,,6477-5858,西淀川区,,,,,,,,,,○,,○,○,,135.4452444,34.71123684
845,社会医療法人愛仁会　千船病院付属　千船クリニック,555-0001,西淀川区佃３－１－１１,,6471-9549,西淀川区,,,,,,,,,,,,○,○,,135.4452337,34.71178501
846,じくはら医院,555-0001,西淀川区佃３－７－３２,,6472-4407,西淀川区,○,○,○,○,○,○,○,○,○,○,○,○,○,○,135.4434896,34.71221471
847,医療法人田井内科クリニック,555-0001,西淀川区佃３－１９－１１,ルネッサンスクレージュ１階,6195-1636,西淀川区,,,,,,,○,,○,○,○,○,○,,135.442535,34.71383418
848,社会医療法人愛仁会　介護老人保健施設ユーアイ,555-0001,西淀川区佃２―２―５８,,6471-5236,西淀川区,,,,,,,,,,,,○,○,,135.4470737,34.7129218
849,財団法人　大阪労働衛生センター第一病院,555-0012,西淀川区御幣島６―２―２,,6474-1201,西淀川区,,,,,,,,,,,,○,○,,135.4547939,34.71884467
850,医療法人福井整形外科クリニック,555-0012,西淀川区御幣島２―５―２８,,6471-0080,西淀川区,,,,,,,,,,,,○,○,,135.4555378,34.71276835
851,医療法人歌島上田クリニツク,555-0012,西淀川区御幣島１―４―９,,6471-1000,西淀川区,○,○,○,○,○,○,○,○,○,○,,○,○,,135.4567676,34.71123833
852,医療法人加島クリニック,555-0012,西淀川区御幣島３―３―３,グランドールサンパティオ１階,6475-8601,西淀川区,,,○,○,○,○,○,○,○,○,○,○,○,,135.4569407,34.71555138
853,医療法人　あかぎ小児科,555-0013,西淀川区千舟２－８－２８,信栄千舟ビル１０２,6474-0505,西淀川区,○,○,○,○,○,○,○,○,○,○,○,,,○,135.4528773,34.71135657
854,社会福祉法人松福会　特別養護老人ホームルーチェ千舟,555-0013,西淀川区千舟２―７―２,,6477-1010,西淀川区,,,,,,,,,,,,○,,,135.45311,34.71165398
855,医療法人福田診療所,555-0021,西淀川区歌島１―１１―３,,6471-3200,西淀川区,○,○,○,○,○,○,○,○,○,○,○,○,○,○,135.4647627,34.71486944
